Distribution,Trials,Won % switch, Won % non-switch
logistic,4632,29.83592401,70.16407599
uniform,4632,74.74093264,25.25906736
rayleigh,4632,43.9119171,56.0880829
normal,4642,65.27358897,34.72641103
binomial,4642,61.24515295,38.75484705
exponential,4642,24.01981904,75.98018096
poisson,4642,15.27358897,84.72641103
laplace,4642,23.09349418,76.90650582
logistic,4642,27.4019819,72.5980181
uniform,4642,24.92460146,75.07539854
rayleigh,4642,59.95260664,40.04739336
normal,4652,22.85038693,77.14961307
binomial,4652,24.03267412,75.96732588
exponential,4652,37.63972485,62.36027515
poisson,4652,29.32072227,70.67927773
laplace,4652,21.90455718,78.09544282
logistic,4652,61.84436801,38.15563199
uniform,4652,60.25365434,39.74634566
rayleigh,4652,34.09286328,65.90713672
normal,4662,61.3041613,38.6958387
binomial,4662,76.1046761,23.8953239
exponential,4662,47.27584728,52.72415272
poisson,4662,67.03131703,32.96868297
laplace,4662,36.87258687,63.12741313
logistic,4662,27.52037752,72.47962248
uniform,4662,18.27541828,81.72458172
rayleigh,4662,27.11282711,72.88717289
normal,4672,62.43578767,37.56421233
binomial,4672,75.96318493,24.03681507
exponential,4672,71.08304795,28.91695205
poisson,4672,70.50513699,29.49486301
laplace,4672,38.12071918,61.87928082
logistic,4672,80.20119863,19.79880137
uniform,4672,32.70547945,67.29452055
rayleigh,4672,74.1010274,25.8989726
normal,4682,66.91584793,33.08415207
binomial,4682,20.31183255,79.68816745
exponential,4682,24.3058522,75.6941478
poisson,4682,49.35924818,50.64075182
laplace,4682,35.7753097,64.2246903
logistic,4682,63.58393849,36.41606151
uniform,4682,16.59547202,83.40452798
rayleigh,4682,24.41264417,75.58735583
normal,4692,22.59164535,77.40835465
binomial,4692,33.56777494,66.43222506
exponential,4692,77.30179028,22.69820972
poisson,4692,49.55242967,50.44757033
laplace,4692,46.22762148,53.77237852
logistic,4692,54.11338448,45.88661552
uniform,4692,62.78772379,37.21227621
rayleigh,4692,78.77237852,21.22762148
normal,4702,61.14419396,38.85580604
binomial,4702,40.30199915,59.69800085
exponential,4702,48.89408762,51.10591238
poisson,4702,13.82390472,86.17609528
laplace,4702,70.07656316,29.92343684
logistic,4702,36.26116546,63.73883454
uniform,4702,35.89961718,64.10038282
rayleigh,4702,35.346661,64.653339
normal,4712,28.5229202,71.4770798
binomial,4712,42.69949066,57.30050934
exponential,4712,43.5483871,56.4516129
poisson,4712,65.17402377,34.82597623
laplace,4712,33.44651952,66.55348048
logistic,4712,36.84210526,63.15789474
uniform,4712,41.61714771,58.38285229
rayleigh,4712,45.58573854,54.41426146
normal,4722,59.93223211,40.06776789
binomial,4722,68.48792884,31.51207116
exponential,4722,80.02964845,19.97035155
poisson,4722,66.07369759,33.92630241
laplace,4722,82.16857264,17.83142736
logistic,4722,47.31046167,52.68953833
uniform,4722,14.63362982,85.36637018
rayleigh,4722,39.45362135,60.54637865
normal,4732,34.00253593,65.99746407
binomial,4732,71.59763314,28.40236686
exponential,4732,35.24936602,64.75063398
poisson,4732,11.91885038,88.08114962
laplace,4732,35.98901099,64.01098901
logistic,4732,26.92307692,73.07692308
uniform,4732,35.24936602,64.75063398
rayleigh,4732,68.51225697,31.48774303
normal,4742,21.82623366,78.17376634
binomial,4742,26.19148039,73.80851961
exponential,4742,69.8439477,30.1560523
poisson,4742,30.0716997,69.9283003
laplace,4742,48.79797554,51.20202446
logistic,4742,59.48966681,40.51033319
uniform,4742,32.91859975,67.08140025
rayleigh,4742,47.55377478,52.44622522
normal,4752,40.06734007,59.93265993
binomial,4752,64.14141414,35.85858586
exponential,4752,41.01430976,58.98569024
poisson,4752,27.63047138,72.36952862
laplace,4752,65.97222222,34.02777778
logistic,4752,53.09343434,46.90656566
uniform,4752,23.27441077,76.72558923
rayleigh,4752,51.01010101,48.98989899
normal,4762,80.02939941,19.97060059
binomial,4762,68.64762705,31.35237295
exponential,4762,43.61612768,56.38387232
poisson,4762,79.39941201,20.60058799
laplace,4762,43.23813524,56.76186476
logistic,4762,28.60142797,71.39857203
uniform,4762,20.39059219,79.60940781
rayleigh,4762,64.95170097,35.04829903
normal,4772,82.02011735,17.97988265
binomial,4772,57.0620285,42.9379715
exponential,4772,57.46018441,42.53981559
poisson,4772,80.1969824,19.8030176
laplace,4772,68.81810562,31.18189438
logistic,4772,26.63453479,73.36546521
uniform,4772,47.46437552,52.53562448
rayleigh,4772,49.58088852,50.41911148
normal,4782,47.19782518,52.80217482
binomial,4782,33.50062735,66.49937265
exponential,4782,29.5692179,70.4307821
poisson,4782,59.36846508,40.63153492
laplace,4782,75.11501464,24.88498536
logistic,4782,75.67963195,24.32036805
uniform,4782,49.79088248,50.20911752
rayleigh,4782,29.23462986,70.76537014
normal,4792,63.2721202,36.7278798
binomial,4792,35.58013356,64.41986644
exponential,4792,27.69198664,72.30801336
poisson,4792,65.88063439,34.11936561
laplace,4792,31.42737896,68.57262104
logistic,4792,81.74040067,18.25959933
uniform,4792,61.03923205,38.96076795
rayleigh,4792,48.93572621,51.06427379
normal,4802,75.82257393,24.17742607
binomial,4802,82.94460641,17.05539359
exponential,4802,75.63515202,24.36484798
poisson,4802,27.48854644,72.51145356
laplace,4802,18.63806747,81.36193253
logistic,4802,64.61890879,35.38109121
uniform,4802,18.99208663,81.00791337
rayleigh,4802,14.74385673,85.25614327
normal,4812,65.29509559,34.70490441
binomial,4812,56.35910224,43.64089776
exponential,4812,47.56857855,52.43142145
poisson,4812,76.68329177,23.31670823
laplace,4812,68.1837074,31.8162926
logistic,4812,74.77140482,25.22859518
uniform,4812,45.34497091,54.65502909
rayleigh,4812,65.41978387,34.58021613
normal,4822,44.71173787,55.28826213
binomial,4822,60.2861883,39.7138117
exponential,4822,30.19493986,69.80506014
poisson,4822,64.37163003,35.62836997
laplace,4822,72.89506429,27.10493571
logistic,4822,47.28328494,52.71671506
uniform,4822,37.55703028,62.44296972
rayleigh,4822,37.76441311,62.23558689
normal,4832,19.95033113,80.04966887
binomial,4832,29.63576159,70.36423841
exponential,4832,33.2160596,66.7839404
poisson,4832,27.37996689,72.62003311
laplace,4832,31.80877483,68.19122517
logistic,4832,73.98592715,26.01407285
uniform,4832,53.80794702,46.19205298
rayleigh,4832,21.62665563,78.37334437
normal,4842,56.25774473,43.74225527
binomial,4842,19.51672862,80.48327138
exponential,4842,75.71251549,24.28748451
poisson,4842,79.5125981,20.4874019
laplace,4842,57.37298637,42.62701363
logistic,4842,21.7472119,78.2527881
uniform,4842,53.51094589,46.48905411
rayleigh,4842,49.02932672,50.97067328
normal,4852,43.87881286,56.12118714
binomial,4852,88.66446826,11.33553174
exponential,4852,80.70898599,19.29101401
poisson,4852,17.88953009,82.11046991
laplace,4852,29.49299258,70.50700742
logistic,4852,80.93569662,19.06430338
uniform,4852,25.30915087,74.69084913
rayleigh,4852,26.73124485,73.26875515
normal,4862,72.19251337,27.80748663
binomial,4862,52.55039079,47.44960921
exponential,4862,80.27560675,19.72439325
poisson,4862,62.0732209,37.9267791
laplace,4862,56.91073632,43.08926368
logistic,4862,76.4294529,23.5705471
uniform,4862,41.4849856,58.5150144
rayleigh,4862,77.10818593,22.89181407
normal,4872,68.04187192,31.95812808
binomial,4872,52.79146141,47.20853859
exponential,4872,28.71510673,71.28489327
poisson,4872,47.88587849,52.11412151
laplace,4872,25.38998358,74.61001642
logistic,4872,63.03366174,36.96633826
uniform,4872,68.14449918,31.85550082
rayleigh,4872,48.6863711,51.3136289
normal,4882,30.13109381,69.86890619
binomial,4882,16.34575993,83.65424007
exponential,4882,50.02048341,49.97951659
poisson,4882,66.93977878,33.06022122
laplace,4882,41.31503482,58.68496518
logistic,4882,70.81114297,29.18885703
uniform,4882,61.69602622,38.30397378
rayleigh,4882,76.79229824,23.20770176
normal,4892,56.74570728,43.25429272
binomial,4892,26.7579722,73.2420278
exponential,4892,36.71300082,63.28699918
poisson,4892,27.3098937,72.6901063
laplace,4892,56.05069501,43.94930499
logistic,4892,36.32461161,63.67538839
uniform,4892,76.0425184,23.9574816
rayleigh,4892,62.77596075,37.22403925
normal,4902,13.40269278,86.59730722
binomial,4902,69.07384741,30.92615259
exponential,4902,37.59689922,62.40310078
poisson,4902,58.54753162,41.45246838
laplace,4902,31.51774786,68.48225214
logistic,4902,17.01346389,82.98653611
uniform,4902,36.80130559,63.19869441
rayleigh,4902,73.1130151,26.8869849
normal,4912,50.34609121,49.65390879
binomial,4912,39.71905537,60.28094463
exponential,4912,20.46009772,79.53990228
poisson,4912,76.18078176,23.81921824
laplace,4912,33.50977199,66.49022801
logistic,4912,48.83957655,51.16042345
uniform,4912,73.08631922,26.91368078
rayleigh,4912,65.71661238,34.28338762
normal,4922,75.01015847,24.98984153
binomial,4922,83.58390898,16.41609102
exponential,4922,51.30028444,48.69971556
poisson,4922,55.07923608,44.92076392
laplace,4922,24.1974807,75.8025193
logistic,4922,14.32344575,85.67655425
uniform,4922,19.74806989,80.25193011
rayleigh,4922,76.77773263,23.22226737
normal,4932,54.31873479,45.68126521
binomial,4932,53.38605028,46.61394972
exponential,4932,26.70316302,73.29683698
poisson,4932,63.70640714,36.29359286
laplace,4932,85.3000811,14.6999189
logistic,4932,80.06893755,19.93106245
uniform,4932,39.45660989,60.54339011
rayleigh,4932,58.00892133,41.99107867
normal,4942,66.28895184,33.71104816
binomial,4942,27.13476325,72.86523675
exponential,4942,66.10683934,33.89316066
poisson,4942,35.53217321,64.46782679
laplace,4942,26.58842574,73.41157426
logistic,4942,43.1606637,56.8393363
uniform,4942,65.60097127,34.39902873
rayleigh,4942,61.81707811,38.18292189
normal,4952,19.74959612,80.25040388
binomial,4952,60.96526656,39.03473344
exponential,4952,65.46849758,34.53150242
poisson,4952,21.38529887,78.61470113
laplace,4952,28.45315024,71.54684976
logistic,4952,39.74151858,60.25848142
uniform,4952,83.2996769,16.7003231
rayleigh,4952,25.90872375,74.09127625
normal,4962,33.91777509,66.08222491
binomial,4962,22.99476018,77.00523982
exponential,4962,70.75775897,29.24224103
poisson,4962,23.78073358,76.21926642
laplace,4962,38.29101169,61.70898831
logistic,4962,19.04474002,80.95525998
uniform,4962,51.30995566,48.69004434
rayleigh,4962,21.92664248,78.07335752
normal,4972,77.87610619,22.12389381
binomial,4972,82.09975865,17.90024135
exponential,4972,69.20756235,30.79243765
poisson,4972,31.81818182,68.18181818
laplace,4972,27.89621883,72.10378117
logistic,4972,65.42638777,34.57361223
uniform,4972,61.88656476,38.11343524
rayleigh,4972,48.61222848,51.38777152
normal,4982,51.94700923,48.05299077
binomial,4982,72.68165395,27.31834605
exponential,4982,47.97270173,52.02729827
poisson,4982,77.65957447,22.34042553
laplace,4982,77.67964673,22.32035327
logistic,4982,65.09433962,34.90566038
uniform,4982,49.93978322,50.06021678
rayleigh,4982,33.68125251,66.31874749
normal,4992,63.96233974,36.03766026
binomial,4992,23.75801282,76.24198718
exponential,4992,50.76121795,49.23878205
poisson,4992,40.04407051,59.95592949
laplace,4992,23.01682692,76.98317308
logistic,4992,17.90865385,82.09134615
uniform,4992,17.32772436,82.67227564
rayleigh,4992,22.81650641,77.18349359
